Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
M,302.1320688328262,312.2459828684763,1200,23.50966145295591,217,0
M,296.99215274894055,306.1159299995725,1352,49.739074812374945,188,0
M,303.90215002636177,311.0831950000777,1628,46.58091449654664,221,0
L,297.8740959646558,307.8104975016689,1707,64.9059072694018,126,0
L,298.6778598775615,306.7349605035502,2349,19.381728498692503,112,0
L,295.5809195208035,308.79751522919315,1690,55.10788981521598,79,0
L,296.11512212321276,313.01445776222954,1544,44.0961169761261,6,0
M,300.1586190271233,308.92093576904574,1420,26.479952187274325,15,0
L,297.6759267672797,312.50769649211054,1922,38.466094848830444,226,0
H,303.35480225742197,306.2548629679915,2248,30.02659582418787,249,0
M,295.14693388654956,312.72771419665077,1727,44.75880416730765,15,0
M,298.79094048671936,307.3693332490665,2405,63.34003664887995,167,0
L,298.3734554676909,311.7739312988887,2040,44.15829906473212,11,0
M,295.193276309176,310.65781554841,2265,47.90334509959504,34,0
H,296.2436839900051,314.2914471721169,1680,41.12487082688257,240,0
L,299.13642674918634,308.87322517975315,2129,13.069930386728554,20,0
M,299.9286458444745,305.6616518883444,2071,23.971513412565656,177,0
M,299.0428974725487,305.19155485551255,1544,39.520103765924965,170,0
L,300.30937678412096,313.26858560972755,1244,28.614117024682287,227,0
L,300.9513167490568,310.24735637661433,1220,20.905815865671652,239,0
L,295.09923821127836,312.7524405183495,2293,40.2479705151063,16,0
L,299.64095159453507,307.34425600011514,2072,29.36858760687102,31,0
L,304.63499240887586,308.45083745513233,1247,25.486458590404883,40,0
L,300.1903228012955,305.30103872211316,1750,37.83912504642285,133,0
L,301.77542267458955,314.6149232457411,1486,17.99705548493039,215,0
L,298.1186385791688,311.67867906700815,2201,65.66474398452443,26,0
H,302.7399137815276,314.3320508775931,2233,62.062125875154344,147,0
L,302.72921481876114,307.6549640742907,1741,52.45723514443212,152,0
H,300.2129604765414,311.1146361122566,1955,16.37282965530737,65,0
L,304.76013823279214,311.78499968292635,1473,56.55263526818158,136,1
L,296.25550214762654,308.17549700257587,2155,58.47743968654114,91,0
L,295.1694766488958,313.4810923501563,1799,56.06587706286026,180,0
L,302.701582117571,314.4716146290025,1580,16.837953227154472,60,0
L,303.07155537364883,313.84855117696003,1678,48.634477424065885,165,0
M,296.20207229120575,312.39066975939375,1214,60.05948774496391,2,0
L,297.6558283295861,307.77464679724955,1715,44.64120407318006,211,0
M,295.1755236336663,307.81616042105634,1390,48.78444251368534,197,0
M,297.93308610780565,314.63360320446037,2391,37.501808765578375,102,0
L,302.7314187391867,305.1028449593569,1820,41.72243919304316,224,0
L,300.1796052771258,312.16049973242144,2360,12.062611501103513,54,0
M,298.4809559316829,312.0624616255526,1353,48.33778131839708,0,0
L,298.7173929490633,311.22689540949796,2432,14.886832773469552,100,0
L,295.01353625715467,314.90108846086866,1471,36.10087566041341,197,0
H,297.99800527565236,308.1187943576372,1342,27.559305860044468,44,0
L,301.4645874163793,308.3997186379325,2292,42.72567701270278,225,0
M,304.74194443816356,305.78939402946554,1446,18.004980131392426,174,0
H,303.470608269839,309.42798136543735,2484,51.49860411839909,206,0
L,295.2359496464553,307.6104852623485,1987,57.70069221570822,236,0
L,303.9856060467484,308.43386702177645,1278,19.80126698458939,25,0
L,302.83198413298624,313.34571790255626,1822,16.258785241112932,120,0
L,302.8037612357098,314.35484513527496,1724,18.73092896724155,141,0
L,299.5799575900357,306.85733072005183,1971,62.62765371391011,249,0
M,298.980052929545,308.72508931553466,2137,41.69135570538137,181,0
L,298.02915728833193,314.28630562115393,2412,38.03565976045016,198,0
L,295.6569485895437,305.61808460689224,2318,16.402709146141255,45,0
H,297.282353634937,305.9236052811138,1816,48.97336040541771,121,0
M,297.46603634978027,306.6279098920623,2231,62.07997551370539,30,0
M,299.840770697102,310.95212834126875,1266,59.691152159407174,215,0
L,302.47444406596696,306.50472271006,1390,47.56328253884808,58,0
M,299.73809828397947,314.6807638145073,1967,14.516722999100418,222,0
L,295.5784444944716,309.4671452725852,1720,16.743821630560777,28,0
L,304.57789800988206,310.0151796035017,2189,12.95853922658948,105,0
L,304.4272431909411,307.46658615805404,2340,25.448752989548158,223,0
M,302.8518954314841,309.70960252434736,1466,18.139688029622665,16,0
L,304.9132790156422,311.6191363263701,1684,25.602882415146034,141,0
L,300.44482332800266,312.51177136954044,2387,33.1034833431377,231,0
L,304.6276835025321,312.53868082709914,1575,66.57896704426814,163,0
L,295.7560504061675,310.7789111269409,1852,46.62256358690152,185,0
M,298.6568074826137,314.04359774993856,2491,60.09842714097774,239,0
M,297.25381268006765,313.1740784730611,1748,52.62109004273994,23,0
M,296.9583308413427,312.57048114698625,2297,16.750187831597906,108,0
L,296.4080294889268,305.5560552168046,1272,54.15522438243693,190,0
L,301.22413641566,305.0687796221965,1507,26.505932893547467,245,0
L,302.8132185574731,307.12447277195474,1398,48.34647081968238,90,0
L,300.7829839942036,311.63523593913453,2353,30.45771841857931,24,0
L,296.4696270958821,309.11197488882544,1771,69.86033579587955,186,0
M,303.1112376993347,309.0240625929931,1990,25.81308876980667,31,0
L,301.3595470716373,313.84586888229614,2374,26.74782824645618,115,0
L,298.88165706126995,313.9556284813184,2429,65.8403353337439,81,0
L,301.74130295536065,314.09175264053584,1378,11.47866427817936,109,0
L,297.59904979242833,308.1387807651503,1396,51.801339272391814,145,0
L,298.4519220849421,311.9105581273926,1934,53.51958344415269,36,0
H,304.1748584313199,307.7163318127437,1288,60.18271464462396,25,0
M,297.9050450567142,306.9060983307445,1998,68.46635863830852,136,0
H,299.69988268157937,306.8463245734737,1987,68.53611514939914,226,0
L,303.9014113739602,308.42107620863595,1947,13.916605453987835,63,0
L,302.07721350267525,309.2995761977982,2406,59.31035936517415,71,0
L,295.622032261647,313.3094917105507,1408,48.77859601944288,147,0
L,296.4730304427897,306.1989109347271,1692,48.840528062385474,181,0
M,295.07841590771915,312.34925847394896,2353,17.70099559688169,105,0
L,301.3092179022916,310.31454914189305,1864,49.0112299867392,85,0
L,299.4767342541042,307.87945342675994,2236,68.94895483607488,210,0
L,296.3427485090228,309.9281958453282,2070,64.70911417236681,157,0
L,304.5793412105677,307.99942069777023,1931,36.34783964829103,52,0
M,300.2965972394562,310.96081955238304,2329,12.396878397165661,91,0
L,297.4189329411289,309.33843922855243,1897,31.73760940001229,98,0
L,300.0060357115471,306.6440552907888,2322,59.58341869603331,234,0
L,301.79620332735107,306.16583074555695,1793,52.089946087909965,190,0
L,295.7623921797356,310.4669568207213,2085,37.560619335637384,10,0
M,297.74703815047894,314.02413033286103,2051,13.306092109529866,30,0
M,303.06965490883994,308.43957686557684,2415,35.613683669398156,176,0
H,299.5966487040266,312.33000107222625,1524,38.14149638307301,239,0
M,300.46577142032294,311.58661354939767,2178,65.71333197364817,230,0
L,299.3281600220947,314.3155491430948,2155,48.46516621492957,99,0
M,295.43899942643003,313.2098101729914,2093,28.699174999278934,221,0
L,296.6574977982016,310.66605258905463,1343,41.51909586704328,86,0
L,299.4554163874189,311.5703049823411,1583,13.963318469329604,146,0
M,297.09185465407927,313.9838646658404,1415,68.35409413898421,139,0
L,295.4997902865968,308.99518784586934,1523,31.60359411584356,14,0
H,303.4364966405182,308.26794705857776,2238,38.672041294788144,158,0
L,304.81192529164116,305.10811083635195,1416,31.317038454215357,170,0
M,302.9314287399674,313.2655107419146,2150,50.95070380697201,100,0
M,303.53784921704664,313.00980700403363,1382,49.733929499775584,164,0
M,297.4197713031705,306.0445451810015,1469,52.91933863174814,206,0
M,304.606269755132,310.768573811327,2144,26.08859377671525,28,0
M,296.9692570445343,309.6398169816689,2069,28.94010886984396,113,0
L,304.51429810361833,306.1870909550911,1666,17.51507386577248,106,0
L,304.9481929396595,314.80568227060724,1504,49.33059831076675,153,0
L,302.11722805746047,307.1469588746336,2367,12.387827640139154,107,0
M,304.8114373179182,305.6723418009056,1310,45.860940131407546,129,0
L,300.69539779567106,310.9484737950191,2213,62.18175309109803,83,0
M,297.5954178317609,312.38866677133035,1431,63.449928897378015,14,0
L,299.3699588566562,305.3244344604719,1794,36.9422656221977,243,0
L,300.93560935378787,311.58717638727023,2496,37.558221292784424,131,0
M,295.73081562027016,310.32291875951455,1372,14.618150980481042,213,0
L,301.22343264617245,306.0326500887505,2172,50.245901526582145,49,0
L,304.81177836762294,306.7252387694636,2230,59.27556522237073,165,0
L,296.90107649783727,310.6797429731608,2378,24.67930327628278,22,0
H,302.92595116288385,307.9635761351329,1745,35.278052898001874,58,0
M,304.07898793779617,314.38315728651315,1747,60.33036020591622,89,0
L,304.4370159282022,313.1874022948405,1717,62.627228059737284,114,0
L,304.60135604405446,314.83567206513663,2113,24.590798815853557,74,0
L,300.2145963872147,307.59670838950416,1414,43.034238072481855,155,0
M,304.773079079915,314.6972363279798,1333,21.549589038149623,247,0
M,302.5731020713444,309.3123386979156,1484,16.112725848373394,193,0
L,296.61671436236963,308.47518795313755,2349,64.66723008351745,122,0
L,299.7690010646797,305.50349526969353,1885,59.23045025392655,135,0
L,302.18331175372003,305.527652578596,2375,55.602094108190435,156,0
M,297.4734031581908,311.92011255946653,1530,12.925979128788425,138,0
M,301.40615183548886,309.5792899443403,2338,60.62372756261545,228,0
L,301.6660047904662,307.26521626036106,2093,36.28264455432303,17,0
L,296.62699743808565,311.13970306325234,2098,30.54370739775158,182,0
L,300.65085312452754,307.5285811825011,2298,42.788581661522585,49,0
H,302.7162691097861,310.77631754344424,2389,15.48119456341335,141,0
L,299.9889566453594,308.5920874698269,2412,55.39879296114393,117,0
M,295.1210311677611,313.2355222661182,1277,44.946104613297756,201,0
M,295.0903846907929,313.2069616076678,2146,21.19540581239005,226,0
L,298.5702934397001,309.773503981224,1887,21.293931986142738,136,0
L,304.26194068431784,308.50819109335015,1220,21.054919094360454,226,0
L,297.2867677960361,308.62559796559094,1765,13.42014325311604,138,0
M,301.34363688871684,313.0571452566822,2407,45.26790696230109,190,0
M,297.2207587069332,308.2817948279761,2445,60.42089065531049,107,0
M,298.2166998965955,307.09059373706845,2026,11.049892839243316,203,0
L,303.48042089601483,305.84688341875307,1378,12.940278698276412,66,0
